Marca temporal,A quin centre educatiu estàs?,A quin curs vas?,Curs processat,Gènere?,El cervell...,El context...,Els automatismes del cervell...,El cervell humà...,Els anuncis publicitaris...,la informació que consumim i la manera en que parlem...,La discriminació...,Penses que el coneixement científic ajuda a combatre situacions de discriminació?,M'agraden les ciències,considero,Veig la utilitat de la ciència en els nostres problemes del dia a dia,T'ha agradat el taller?,"Si us plau, comenta si hi ha alguna cosa que t'ha agradat molt o alguna que no t'ha agradat gens",Mitjana,Bona nota
11/1/2023 17:03,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,totes les anteriors són incorrectes,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,Si,Si,10,El juego de la diana,"0,7142857143",Bona nota
11/1/2023 17:04,Sopeña,Grau superior,Grau superior,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,7,Les relacions amb la pelicula ,1,Bona nota
11/1/2023 17:04,Sopeña,Grau mitjà,Grau mitjà,Masculí,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",doncs no és un ordinador que només processa informació del exterior,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,No,"No, no m'agraden",Si,10,Me agradó la manera en la que se expresaron y explicaron ,"0,7142857143",Bona nota
11/1/2023 17:04,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,ha sigut molt interesant,1,Bona nota
11/1/2023 17:04,Sopeña,Grau mitjà,Grau mitjà,Femení,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,9,Excelente felicidades ,"0,7142857143",Bona nota
11/1/2023 17:05,Sopeña,Grau mitjà,Grau mitjà,Masculí,és vulnerable doncs no està adaptat al món actual,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",per estalviar energia,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,"El tiempo dedicado a los juegos, son divertidos y la dedicación a la escucha del alumnado ","0,7142857143",Bona nota
11/1/2023 17:05,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, independentment de com donguis el feedback",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,Si,10,La motivación ha sido mi tema favorito ,"0,7142857143",Bona nota
11/1/2023 17:06,Sopeña,Grau mitjà,Grau mitjà,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,Les activitats,"0,7142857143",Bona nota
11/1/2023 17:06,Sopeña,Grau mitjà,Grau mitjà,Femení,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",com un element indispensable per l'aprenentatge,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,Me ha agradado mucho en la forma didáctica de la charla ,"0,7142857143",Bona nota
11/1/2023 17:07,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,augmenta el enmagatzematge de greix,ha disminuït en els últims 100 anys,només a través de feedback,"a través de la guia, sent curós amb la interacció amb els altres",doncs no és un ordinador que només processa informació del exterior,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,Si,"No, no m'agraden",Si,10,"Me ha gustado todo, ha estado super bien. Muchas gracias!","0,2857142857",Mala nota
11/1/2023 17:07,Sopeña,Grau mitjà,Grau mitjà,Femení,totes les anteriors són correctes,altera el cicle circadià de melatonina,altera el cicle circadià de melatonina,computant la realitat tal com és,"a través de la guia, independentment de com donguis el feedback",per estalviar energia,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",Si,Si,Si,No,10,Todo me gusto ,"0,4285714286",Mala nota
11/1/2023 20:31,Sopeña,Grau mitjà,Grau mitjà,Masculí,treballa majoritàriament en un mode automàtic,altera el cicle circadià de melatonina,ha augmentat en els últims 100 anys,computant la realitat tal com és,"a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"fer tasques senzilles, tenint en compte les teves habilitats actuals",Si,Si,Si,Si,7,Han sigut unes preguntes interesants,"0,5714285714",Mala nota
11/1/2023 22:46,Sopeña,4t ESO,3r-4t ESO,Masculí,tracta d'evitar un consum d'energia innecessari,altera el cicle circadià de melatonina,totes les anteriors són incorrectes,"inferint, creant prediccions i correlacions","a través de la guia, sent curós amb la interacció amb els altres",totes les anteriors són correctes,"estar en estar de fluxe, fent tasques desafiants però evitant la frustració",No,Si,"No, no m'agraden",Si,9,Ha estat tot molt bé,"0,7142857143",Bona nota
21/03/2023 15:07:10,IE Martí Pous,3r ESO,3r-4t ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,"El taller a estat correcte, l'unic problema es que no hem tingut molt de temps per practicar els trucs de magia pero m'ha agradat encara que ja coneixa totes aquestes coses degut a extraescolars, encara tenin en compré aquest factor a sigut fascinant i bastant sorprenent  ",1,Bona nota
21/03/2023 17:43:03,IE Martí Pous,3r ESO,3r-4t ESO,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,8,-,"0,6666666667",Mala nota
22/03/2023 9:15:16,IE Martí Pous,3r ESO,3r-4t ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,és il·limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,M'ha agradat molt la presentació i la manera d'explicar les coses.,"0,8333333333",Bona nota
22/03/2023 16:58:21,Escola Guinardó,4t ESO,3r-4t ESO,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,és il·limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,No,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,Els nois han estat excelents,"0,6666666667",Mala nota
22/03/2023 16:58:34,Escola Guinardó,4t ESO,3r-4t ESO,Femení,,són uns hackers del cervell,manipulen la nostra memòria,detecta els canvis quan es produeixen a poc a poc,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,No,10,ha estat molt be,"0,5",Mala nota
22/03/2023 16:58:47,Escola Guinardó,4t ESO,3r-4t ESO,Femení,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,es veu alterada per les il·lusions òptiques,són sempre correctes,es necessita només ser ràpid amb les mans,Si,Si,Si,Si,10,No,"0,3333333333",Mala nota
22/03/2023 16:59:02,Escola Guinardó,4t ESO,3r-4t ESO,Masculí,,són tots neurocientífics,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,molt amables ,"0,5",Mala nota
22/03/2023 16:59:34,Escola Guinardó,4t ESO,3r-4t ESO,Femení,,són uns hackers del cervell,manipulen la nostra memòria,detecta els canvis quan es produeixen a poc a poc,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,7,res a comentar,"0,5",Mala nota
22/03/2023 16:59:39,Escola Guinardó,4t ESO,3r-4t ESO,Femení,,són uns hackers del cervell,manipulen la nostra memòria,detecta els canvis quan es produeixen a poc a poc,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,8,res a comentar,"0,5",Mala nota
22/03/2023 16:59:41,Escola Guinardó,4t ESO,3r-4t ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,detecta els canvis quan es produeixen a poc a poc,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,8,Ha estat entretinguda,"0,6666666667",Mala nota
22/03/2023 17:00:03,Escola Guinardó,4t ESO,3r-4t ESO,Altres / no aplica,,són uns hackers del cervell,manipulen la nostra memòria,detecta els canvis quan es produeixen a poc a poc,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, no m'agraden",No,6,no,"0,5",Mala nota
9/4/2023 03:01,IE Martí Pous,3r ESO,3r-4t ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,No,"No, no m'agraden",Si,10,Ns,"0,8333333333",Bona nota
21/04/2023 13:36:08,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,ha estat molt divertit ,"0,8333333333",Bona nota
21/04/2023 13:36:57,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,ha estat molt bé,"0,8333333333",Bona nota
21/04/2023 13:37:15,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,detecta els canvis quan es produeixen a poc a poc,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, no m'agraden",Si,9,Ha sigut divertit fer nosaltres els trucs,"0,8333333333",Bona nota
21/04/2023 13:37:17,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,Tot molt bé.,"0,6666666667",Mala nota
21/04/2023 13:37:17,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,manipulen la nostra memòria,detecta els canvis quan es produeixen a poc a poc,és il·limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,9,Los trucos,"0,5",Mala nota
21/04/2023 13:37:27,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,8,M’agradat el dinamisme i l’entusiasme del David!,"0,8333333333",Bona nota
21/04/2023 13:37:34,La Serreta,1r batxillerat,Batxillerat,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,"Interacció entre alumnes y la persona que exposa y sobretot, la màgia ✨","0,8333333333",Bona nota
21/04/2023 13:37:40,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,M’ha agradat la petita explicació i els trucs ,"0,8333333333",Bona nota
21/04/2023 13:37:52,La Serreta,1r batxillerat,Batxillerat,Masculí,,són uns hackers del cervell,afecten a la presa de decisions,a vegades no veu canvis molt bruscos,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,Que sigui molt práctic.,"0,6666666667",Mala nota
21/04/2023 13:38:11,La Serreta,1r batxillerat,Batxillerat,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,8,M'ha agradat la dinàmica general de tot el taller perquè m'ha semblat molt entretingut.,1,Bona nota
21/04/2023 13:38:11,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,no pot ser explotada pels mags,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, no m'agraden",Si,10,ha sigut tot molt dinamic,"0,8333333333",Bona nota
21/04/2023 13:38:12,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,El chico que nos ha hecho la presentación es muy majo y toso ha sido muy dinámico ,1,Bona nota
21/04/2023 13:38:12,La Serreta,1r batxillerat,Batxillerat,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,"L'oportunitat de realitzar trucs de màgia i aprendre a fer-los mentre ens expliueen com funcionen em sembla súper bé, molt útil i divertit.",1,Bona nota
21/04/2023 13:38:13,La Serreta,1r batxillerat,Batxillerat,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),són sempre correctes,cal practicar tant moviments de mans com la presentació,Si,Més o menys,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,"David, ets un crack.","0,6666666667",Mala nota
21/04/2023 13:38:19,La Serreta,1r batxillerat,Batxillerat,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,detecta els canvis quan es produeixen a poc a poc,es veu alterada per les il·lusions òptiques,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,Muy majo el david molt entretingut,"0,6666666667",Mala nota
21/04/2023 13:38:26,La Serreta,1r batxillerat,Batxillerat,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,es veu alterada per les il·lusions òptiques,són totes conscients,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,"Es molt interessant, interactiu y molt curiós. Aprens moltes coses y m'ha agradat molt.","0,5",Mala nota
21/04/2023 13:38:26,La Serreta,1r batxillerat,Batxillerat,Masculí,,són uns hackers del cervell,afecten a la presa de decisions,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, no m'agraden",Si,10,El trucs de magia m'han agradat molt ,"0,8333333333",Bona nota
21/04/2023 13:38:39,La Serreta,1r batxillerat,Batxillerat,Masculí,,són tots neurocientífics,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,és il·limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,M'ha agradat tot,"0,5",Mala nota
21/04/2023 13:39:00,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,9,M’agradat molt les presentaciones dels meus companys i he après molts trucs de màgia.,1,Bona nota
21/04/2023 13:39:01,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,10,M’hq agradat molt tots els aspectes tractats i la manera en com s’han explicat,1,Bona nota
21/04/2023 13:39:14,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,M'ha agradat molt i he après coses que no sabia.,1,Bona nota
21/04/2023 13:41:42,La Serreta,1r batxillerat,Batxillerat,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,"M'ha agradat molt el taller, he après moltes coses. El que més m'ha agradat és la part de'aprendre els trics.",1,Bona nota
21/04/2023 15:23:47,La Serreta,1r batxillerat,Batxillerat,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,La persona más maja que he visto,1,Bona nota
6/2/2023 09:56,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,totes les anteriors són correctes,totes són correctes,totes són falses,cal practicar tant moviments de mans com la presentació,No,Si,"No, no m'agraden",No,10,M’agradat molt poder apendre a fer trucs de magia.,"0,6666666667",Mala nota
6/2/2023 09:56,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,9,Res,1,Bona nota
6/2/2023 09:56,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,ens permet parar atenció a tot,és molt limitada,depenen de molts factors que no podem controlar o desconeixem,es necessita només ser ràpid amb les mans,Si,No,"No, m'agradaria però són molt difícils o no em veig capaç",No,10,Hsy,"0,5",Mala nota
6/2/2023 09:56,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,és molt limitada,són sempre correctes,cal practicar tant moviments de mans com la presentació,No,No,"No, no m'agraden",No,10,No,"0,5",Mala nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,Practicar els trucs de màgia m’ha agradat molt.,1,Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),totes són falses,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,9,Ha estat molt dinàmica l’explicació i em pogut conèixer trucs.,"0,5",Mala nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,"No, no m'agraden",Si,9,.,"0,8333333333",Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,totes les anteriors són correctes,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,7,M’agradat com s’explicava i les ganes que li posava al taller,"0,8333333333",Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,és molt limitada,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,No,"No, no m'agraden",Si,10,M’ha agradat molt veure els trucs de màgia I el que menys m’ha agradat ha sigut la part de fer els nostres experiments,"0,8333333333",Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,manipulen la nostra memòria,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Més o menys,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,"El mag molt bo, ho ha explicat tot molt bé!","0,8333333333",Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,pot ser explotada pels mags,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,No,"No, no m'agraden",No,9,Treballar en grup,"0,8333333333",Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,Si,Si,10,El taller m’ha agradat molt en general!,1,Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Si,Si,Si,8,M’ha agradat poder practicar i que ens facin trucs de màgia.,1,Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,No,"No, no m'agraden",Si,8,"A mi m’ha agradat molt, ha sigut dinàmic i divertit",1,Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,totes les anteriors són correctes,totes són correctes,totes són falses,cal practicar tant moviments de mans com la presentació,Si,No,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,M’agradat l’activitat dels daus,"0,6666666667",Mala nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,8,.,1,Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,totes són falses,cal practicar tant moviments de mans com la presentació,No,Si,Si,Si,10,M’ha agradat que ens ensenyessin a fer alguns trucs.,"0,8333333333",Bona nota
6/2/2023 09:57,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,El poder interactuar en els trucs de magia.,1,Bona nota
6/2/2023 09:58,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,No,"No, m'agradaria però són molt difícils o no em veig capaç",Si,10,Tot,"0,8333333333",Bona nota
6/2/2023 09:58,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,totes són correctes,depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,Més o menys,"No, no m'agraden",Si,9,M’ha agradat que puguem participar en el taller ,1,Bona nota
6/2/2023 09:58,Adela de Trenquelleon,2n ESO,2n ESO,Femení,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,a vegades no veu canvis molt bruscos,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,No,Si,Si,Si,10,M’ha agradat molt fer els trucs de màgia,"0,8333333333",Bona nota
6/2/2023 09:59,Adela de Trenquelleon,2n ESO,2n ESO,Masculí,,són uns hackers del cervell,són un exemple de com no podem alterar la construcció del cervell,totes les anteriors són correctes,fa reduccions a estereotips (chunking),depenen de molts factors que no podem controlar o desconeixem,cal practicar tant moviments de mans com la presentació,Si,No,"No, no m'agraden",Si,10,La forma dexplicaro  ,"0,6666666667",Mala nota
